data,cliente_id,produto,categoria,estado,quantidade,preco,faturamento
2025-04-22,2143,Mouse,Eletrônicos,PR,2,4932.07,9864.14
2023-05-06,3276,Monitor,Eletrônicos,RS,4,2221.07,8884.28
2025-08-16,2214,Mouse,Eletrônicos,SC,2,764.4,1528.8
2025-06-01,1745,Monitor,Eletrônicos,PR,5,4543.68,22718.4
2023-08-26,4635,Monitor,Eletrônicos,PR,4,3639.8,14559.2
2025-09-23,3216,Monitor,Eletrônicos,RS,3,2649.61,7948.83
2025-08-09,3279,Notebook,Eletrônicos,PR,3,1904.93,5714.79
2024-03-13,2954,Cadeira,Casa,RJ,3,2409.8,7229.400000000001
2025-10-03,2997,Teclado,Eletrônicos,RJ,2,2202.53,4405.06
2023-12-22,1208,Fone,Eletrônicos,BA,3,4538.55,13615.650000000001
2024-11-26,2501,Teclado,Eletrônicos,SC,3,240.92,722.76
2023-12-29,4413,Mouse,Eletrônicos,SC,4,4617.03,18468.12
2025-12-09,4346,Celular,Eletrônicos,SC,2,660.77,1321.54
2024-12-11,3770,Celular,Eletrônicos,RJ,1,2797.18,2797.18
2025-11-14,4169,Teclado,Eletrônicos,PR,3,2197.94,6593.82
2023-07-02,2042,Monitor,Eletrônicos,RJ,4,1083.04,4332.16
2024-08-11,4844,Notebook,Eletrônicos,BA,4,4619.5,18478.0
2024-12-04,2670,Mesa,Casa,RS,5,3228.45,16142.25
2023-07-03,4129,Notebook,Eletrônicos,BA,1,3741.71,3741.71
2023-07-22,4936,Cadeira,Casa,RS,3,94.53,283.59000000000003
2023-11-06,3759,Teclado,Eletrônicos,MG,3,4379.87,13139.61
2025-07-18,2200,Mouse,Eletrônicos,BA,1,1677.86,1677.86
2023-10-30,1488,Monitor,Eletrônicos,BA,2,3311.02,6622.04
2024-10-22,1307,Celular,Eletrônicos,MG,1,3984.02,3984.02
2025-04-15,3954,Fone,Eletrônicos,RJ,4,621.9,2487.6
2023-05-19,1895,Teclado,Eletrônicos,SP,2,1240.75,2481.5
2025-12-05,1617,Mesa,Casa,RJ,3,2467.9,7403.700000000001
2024-09-04,3561,Cadeira,Casa,SP,5,1453.66,7268.3
2023-08-09,2320,Monitor,Eletrônicos,PR,2,1308.54,2617.08
2025-01-05,1313,Fone,Eletrônicos,PR,4,4945.63,19782.52
2025-08-29,2711,Mouse,Eletrônicos,RJ,5,3406.1,17030.5
2025-07-17,1145,Cadeira,Casa,RS,1,3433.3,3433.3
2025-01-23,1276,Monitor,Eletrônicos,RJ,3,4000.55,12001.650000000001
2024-06-03,2359,Fone,Eletrônicos,RJ,3,4871.52,14614.560000000001
2025-11-02,4213,Mesa,Casa,PR,3,1952.92,5858.76
2025-10-22,1166,Mesa,Casa,MG,1,3093.56,3093.56
2024-01-06,3717,Monitor,Eletrônicos,RJ,2,3051.12,6102.24
2025-12-13,2044,Mouse,Eletrônicos,BA,4,1344.48,5377.92
2025-12-23,1761,Cadeira,Casa,SP,5,752.33,3761.65
2023-06-06,1310,Fone,Eletrônicos,RS,3,67.5,202.5
2025-11-02,3259,Celular,Eletrônicos,RS,2,1311.08,2622.16
2023-04-12,1798,Mouse,Eletrônicos,RJ,1,1688.13,1688.13
2024-01-09,4469,Mouse,Eletrônicos,SP,4,2877.39,11509.56
2025-01-04,4359,Mesa,Casa,RJ,5,2751.01,13755.050000000001
2023-03-02,4695,Cadeira,Casa,RJ,2,3736.83,7473.66
2025-05-30,4246,Mouse,Eletrônicos,PR,3,167.09,501.27
2024-09-15,1433,Mouse,Eletrônicos,PR,2,1402.83,2805.66
2023-09-10,3229,Monitor,Eletrônicos,PR,1,4934.53,4934.53
2025-06-19,2169,Cadeira,Casa,PR,5,2376.98,11884.9
2023-11-06,1705,Mesa,Casa,SC,1,3624.47,3624.47
2023-04-21,1341,Mesa,Casa,SC,5,4548.85,22744.25
2023-08-14,1524,Fone,Eletrônicos,SP,4,3936.77,15747.08
2025-12-17,1117,Mesa,Casa,PR,4,3011.62,12046.48
2023-11-21,4764,Notebook,Eletrônicos,MG,3,2227.28,6681.84
2025-05-03,3337,Mesa,Casa,SP,5,4429.46,22147.3
2025-10-06,1490,Fone,Eletrônicos,RJ,4,4071.1,16284.4
2023-09-13,2796,Mesa,Casa,BA,1,1567.87,1567.87
2023-10-25,2877,Notebook,Eletrônicos,SP,5,2427.83,12139.15
2025-01-28,4318,Mouse,Eletrônicos,SC,2,543.39,1086.78
2023-12-09,2217,Monitor,Eletrônicos,PR,5,3861.85,19309.25
2025-10-18,2392,Cadeira,Casa,BA,3,3273.63,9820.89
2025-08-29,1713,Teclado,Eletrônicos,SC,3,3565.89,10697.67
2023-05-22,3804,Teclado,Eletrônicos,MG,4,3833.51,15334.04
2025-04-29,3121,Cadeira,Casa,PR,5,740.14,3700.7
2025-01-02,2922,Fone,Eletrônicos,BA,1,1918.98,1918.98
2025-05-25,1900,Notebook,Eletrônicos,MG,2,924.91,1849.82
2023-06-04,2129,Fone,Eletrônicos,SP,3,4250.96,12752.880000000001
2023-08-03,1714,Notebook,Eletrônicos,PR,3,984.79,2954.37
2023-10-29,3442,Monitor,Eletrônicos,SP,2,2386.33,4772.66
2025-08-17,1759,Teclado,Eletrônicos,PR,5,501.67,2508.35
2024-05-31,2562,Monitor,Eletrônicos,MG,1,1304.88,1304.88
2024-05-31,1813,Mesa,Casa,BA,3,2976.18,8928.539999999999
2025-01-22,4863,Monitor,Eletrônicos,MG,5,4426.22,22131.100000000002
2024-10-21,3091,Teclado,Eletrônicos,BA,4,2254.37,9017.48
2025-10-26,2623,Celular,Eletrônicos,MG,4,1545.35,6181.4
2025-12-19,2815,Teclado,Eletrônicos,MG,5,2675.3,13376.5
2025-05-03,3638,Mesa,Casa,RS,1,1349.15,1349.15
2025-08-26,4904,Fone,Eletrônicos,MG,1,1725.82,1725.82
2023-08-11,1771,Celular,Eletrônicos,PR,4,4529.5,18118.0
2025-03-07,3736,Celular,Eletrônicos,RJ,2,4799.55,9599.1
2025-04-11,3058,Teclado,Eletrônicos,RS,2,4213.88,8427.76
2025-11-26,4700,Fone,Eletrônicos,BA,1,2567.98,2567.98
2024-05-21,2587,Notebook,Eletrônicos,SC,1,2277.03,2277.03
2024-11-27,1404,Celular,Eletrônicos,MG,4,1657.22,6628.88
2025-12-06,3746,Cadeira,Casa,SC,4,3784.49,15137.96
2024-03-13,2576,Celular,Eletrônicos,RS,1,2479.53,2479.53
2025-06-05,4148,Fone,Eletrônicos,SP,4,2533.3,10133.2
2023-10-23,3678,Mouse,Eletrônicos,MG,1,217.39,217.39
2025-07-13,4590,Mouse,Eletrônicos,SP,5,2375.33,11876.65
2025-01-30,1651,Fone,Eletrônicos,RS,4,2862.17,11448.68
2024-07-17,1742,Fone,Eletrônicos,MG,2,4691.28,9382.56
2025-05-15,4981,Fone,Eletrônicos,PR,1,375.05,375.05
2023-12-14,3717,Celular,Eletrônicos,RJ,2,1349.64,2699.28
2025-02-20,4416,Cadeira,Casa,RJ,2,3316.48,6632.96
2025-07-29,3431,Fone,Eletrônicos,PR,2,2702.11,5404.22
2025-03-08,3281,Mouse,Eletrônicos,SP,5,3761.29,18806.45
2025-02-20,4146,Notebook,Eletrônicos,PR,2,3131.4,6262.8
2024-05-16,3405,Fone,Eletrônicos,MG,1,3098.25,3098.25
2023-01-20,4210,Fone,Eletrônicos,RS,1,2783.71,2783.71
2025-08-23,4447,Fone,Eletrônicos,MG,2,52.85,105.7
2024-06-10,3283,Notebook,Eletrônicos,MG,3,3459.4,10378.2
2023-05-13,2893,Monitor,Eletrônicos,RJ,2,3580.16,7160.32
2025-08-30,4132,Notebook,Eletrônicos,RJ,1,445.94,445.94
2025-11-29,2990,Celular,Eletrônicos,PR,5,3788.85,18944.25
2025-10-06,2221,Monitor,Eletrônicos,MG,2,4985.73,9971.46
2025-03-04,4853,Mouse,Eletrônicos,BA,5,2635.65,13178.25
2024-01-05,3408,Celular,Eletrônicos,RS,1,1355.57,1355.57
2025-03-05,1972,Teclado,Eletrônicos,BA,2,180.13,360.26
2023-08-17,1689,Celular,Eletrônicos,PR,1,2829.63,2829.63
2023-12-12,2591,Mesa,Casa,MG,3,837.43,2512.29
2025-09-02,4956,Celular,Eletrônicos,RS,2,2436.96,4873.92
2024-12-16,2003,Teclado,Eletrônicos,RS,2,4159.32,8318.64
2025-09-20,4523,Teclado,Eletrônicos,SC,5,4810.97,24054.850000000002
2023-09-13,1637,Notebook,Eletrônicos,SP,1,2275.58,2275.58
2023-03-15,1306,Monitor,Eletrônicos,RJ,5,3938.61,19693.05
2024-10-04,2304,Mouse,Eletrônicos,PR,5,2622.07,13110.35
2024-12-19,1997,Mouse,Eletrônicos,SC,4,740.76,2963.04
2023-12-10,2124,Notebook,Eletrônicos,RJ,1,2176.76,2176.76
2024-08-04,1970,Cadeira,Casa,RS,3,3202.76,9608.28
2025-08-07,3003,Notebook,Eletrônicos,BA,1,592.13,592.13
2024-01-19,3537,Notebook,Eletrônicos,RS,4,166.71,666.84
2023-08-26,3011,Mouse,Eletrônicos,MG,5,1783.85,8919.25
2025-04-21,1262,Teclado,Eletrônicos,RS,5,742.07,3710.3500000000004
2025-05-07,3053,Mouse,Eletrônicos,SP,2,872.26,1744.52
2025-10-25,2393,Celular,Eletrônicos,PR,2,4800.0,9600.0
2024-04-03,1726,Monitor,Eletrônicos,MG,3,3785.33,11355.99
2023-01-15,3752,Teclado,Eletrônicos,BA,5,4646.59,23232.95
2024-09-03,1280,Teclado,Eletrônicos,BA,5,2754.42,13772.1
2023-08-11,3183,Celular,Eletrônicos,PR,2,648.65,1297.3
2025-11-19,1240,Notebook,Eletrônicos,PR,3,4237.12,12711.36
2023-03-29,3683,Celular,Eletrônicos,RS,4,3721.52,14886.08
2023-07-19,2876,Monitor,Eletrônicos,BA,1,877.53,877.53
2024-08-22,1666,Fone,Eletrônicos,SC,1,3625.95,3625.95
2023-05-31,3013,Monitor,Eletrônicos,RS,3,4946.71,14840.130000000001
2025-12-04,3535,Cadeira,Casa,SP,3,1645.74,4937.22
2024-03-09,4615,Notebook,Eletrônicos,BA,1,827.85,827.85
2023-03-07,1284,Mouse,Eletrônicos,PR,4,2515.71,10062.84
2024-09-26,4491,Mesa,Casa,MG,1,2100.3,2100.3
2025-12-20,4033,Fone,Eletrônicos,BA,2,182.01,364.02
2023-04-19,1348,Celular,Eletrônicos,BA,1,2822.56,2822.56
2024-02-11,1703,Teclado,Eletrônicos,BA,2,1060.79,2121.58
2023-01-06,1208,Mouse,Eletrônicos,RS,5,4861.28,24306.399999999998
2023-11-20,4538,Cadeira,Casa,SC,4,4790.89,19163.56
2025-10-30,4382,Cadeira,Casa,RJ,4,1946.38,7785.52
2024-03-13,4548,Mouse,Eletrônicos,PR,4,1504.11,6016.44
2025-06-09,1671,Mesa,Casa,BA,4,70.05,280.2
2023-12-07,1228,Notebook,Eletrônicos,SC,2,3244.36,6488.72
2025-06-08,3580,Monitor,Eletrônicos,BA,4,4186.11,16744.44
2024-08-25,2776,Mesa,Casa,SP,1,1143.6,1143.6
2024-02-14,3537,Mesa,Casa,RJ,1,2960.68,2960.68
2023-03-07,1937,Cadeira,Casa,SC,1,3326.32,3326.32
2024-11-15,4069,Mouse,Eletrônicos,SC,5,330.7,1653.5
2025-05-20,2455,Notebook,Eletrônicos,RJ,2,2019.2,4038.4
2024-07-18,2566,Monitor,Eletrônicos,PR,2,3570.87,7141.74
2025-05-12,4822,Fone,Eletrônicos,RS,3,1344.02,4032.06
2025-07-30,2731,Notebook,Eletrônicos,RS,3,773.6,2320.8
2024-12-07,2103,Cadeira,Casa,BA,5,3096.0,15480.0
2024-04-07,2312,Celular,Eletrônicos,MG,1,2205.03,2205.03
2024-07-11,1476,Mouse,Eletrônicos,SP,3,1139.99,3419.9700000000003
2024-11-08,4534,Fone,Eletrônicos,PR,3,3038.57,9115.710000000001
2023-03-16,4172,Mouse,Eletrônicos,SC,4,175.89,703.56
2025-03-30,1955,Cadeira,Casa,MG,1,4672.83,4672.83
2025-07-23,1040,Mouse,Eletrônicos,RJ,1,3915.69,3915.69
2024-05-11,2934,Celular,Eletrônicos,BA,5,3091.51,15457.550000000001
2025-10-11,4129,Teclado,Eletrônicos,RJ,2,3603.79,7207.58
2023-02-04,4899,Teclado,Eletrônicos,BA,3,570.08,1710.2400000000002
2025-06-29,2113,Mouse,Eletrônicos,MG,3,1806.05,5418.15
2025-08-28,4101,Teclado,Eletrônicos,SP,4,1311.26,5245.04
2024-12-01,1341,Celular,Eletrônicos,RJ,3,1968.29,5904.87
2025-09-04,1458,Monitor,Eletrônicos,BA,1,3871.92,3871.92
2024-08-25,3100,Notebook,Eletrônicos,BA,3,339.53,1018.5899999999999
2023-07-26,1981,Monitor,Eletrônicos,PR,1,2650.11,2650.11
2023-03-21,4536,Cadeira,Casa,RS,2,2526.32,5052.64
2024-07-10,2792,Monitor,Eletrônicos,RJ,1,1191.4,1191.4
2024-07-23,1048,Monitor,Eletrônicos,RS,1,980.45,980.45
2025-09-07,4786,Cadeira,Casa,RJ,3,4369.24,13107.72
2025-10-03,4618,Mouse,Eletrônicos,PR,4,510.22,2040.88
2025-05-30,4313,Mouse,Eletrônicos,MG,5,3210.03,16050.150000000001
2025-03-07,2823,Monitor,Eletrônicos,PR,5,1757.69,8788.45
2025-03-27,2365,Mouse,Eletrônicos,MG,3,1331.95,3995.8500000000004
2023-01-04,1342,Mesa,Casa,BA,1,4375.19,4375.19
2023-08-10,4925,Mesa,Casa,RJ,4,4965.56,19862.24
2024-09-07,3144,Celular,Eletrônicos,SC,3,1959.73,5879.1900000000005
2023-11-04,3735,Notebook,Eletrônicos,RJ,4,4212.12,16848.48
2025-12-19,2537,Mesa,Casa,BA,4,3050.86,12203.44
2023-11-16,3170,Mouse,Eletrônicos,SC,3,3392.33,10176.99
2023-05-22,1654,Teclado,Eletrônicos,SC,2,249.57,499.14
2023-06-09,4711,Notebook,Eletrônicos,PR,1,2919.42,2919.42
2025-11-23,3897,Cadeira,Casa,SC,5,2765.15,13825.75
2023-10-19,3078,Monitor,Eletrônicos,BA,2,3059.7,6119.4
2023-10-21,1887,Cadeira,Casa,RJ,5,2902.04,14510.2
2024-12-30,4618,Cadeira,Casa,PR,1,3003.66,3003.66
2025-06-08,3670,Notebook,Eletrônicos,PR,2,4065.51,8131.02
2025-10-17,3194,Monitor,Eletrônicos,RS,2,1164.32,2328.64
2024-03-24,4440,Cadeira,Casa,BA,1,4988.29,4988.29
2023-09-15,1232,Celular,Eletrônicos,BA,3,3466.69,10400.07
2025-11-09,1263,Teclado,Eletrônicos,SC,5,115.7,578.5
2024-05-09,2305,Monitor,Eletrônicos,BA,1,934.54,934.54
2023-10-29,1161,Mesa,Casa,SC,2,3380.08,6760.16
2023-03-21,1645,Celular,Eletrônicos,RS,4,1433.26,5733.04
2024-11-26,1077,Mesa,Casa,BA,5,421.4,2107.0
2023-07-24,3210,Celular,Eletrônicos,RS,5,912.87,4564.35
2024-02-26,1351,Mouse,Eletrônicos,PR,1,2236.31,2236.31
2025-04-25,2953,Celular,Eletrônicos,BA,4,1234.02,4936.08
2024-08-15,1666,Teclado,Eletrônicos,BA,3,2630.7,7892.099999999999
2025-11-06,3889,Cadeira,Casa,SC,2,1517.95,3035.9
2023-02-27,1404,Mouse,Eletrônicos,RJ,1,986.59,986.59
2023-11-23,4726,Teclado,Eletrônicos,RJ,5,4124.41,20622.05
2025-05-03,2933,Cadeira,Casa,SP,4,2051.73,8206.92
2025-11-17,4585,Mouse,Eletrônicos,BA,5,551.92,2759.6
2025-04-12,2931,Notebook,Eletrônicos,SP,1,1980.61,1980.61
2025-02-27,1212,Notebook,Eletrônicos,SP,1,3074.36,3074.36
2023-10-15,4002,Cadeira,Casa,PR,2,4015.97,8031.94
2024-03-28,1589,Celular,Eletrônicos,MG,1,3813.84,3813.84
2024-12-27,1925,Cadeira,Casa,RJ,2,3950.74,7901.48
2024-08-23,1453,Mesa,Casa,SP,1,1436.69,1436.69
2023-01-12,1609,Notebook,Eletrônicos,RS,5,4572.97,22864.850000000002
2023-11-10,1684,Fone,Eletrônicos,SC,1,410.79,410.79
2025-10-13,3868,Mesa,Casa,SC,1,1439.87,1439.87
2024-12-05,1951,Mesa,Casa,MG,4,3928.53,15714.12
2024-10-01,4565,Celular,Eletrônicos,RS,1,672.23,672.23
2023-09-22,3070,Fone,Eletrônicos,SP,4,2801.08,11204.32
2023-07-11,1879,Mouse,Eletrônicos,MG,1,1546.32,1546.32
2025-10-01,2346,Celular,Eletrônicos,BA,3,2751.5,8254.5
2024-12-27,2665,Celular,Eletrônicos,SP,4,1051.66,4206.64
2024-05-28,3814,Fone,Eletrônicos,SC,3,4922.71,14768.130000000001
2023-10-07,2906,Notebook,Eletrônicos,PR,2,4349.93,8699.86
2024-02-20,3290,Mouse,Eletrônicos,SC,5,3769.09,18845.45
2023-03-29,1488,Teclado,Eletrônicos,RS,1,4782.12,4782.12
2024-08-09,2050,Cadeira,Casa,PR,2,228.21,456.42
2023-10-31,3117,Celular,Eletrônicos,RS,5,249.03,1245.15
2023-08-20,3547,Fone,Eletrônicos,SC,1,4379.16,4379.16
2023-12-12,3178,Mouse,Eletrônicos,RJ,1,156.03,156.03
2023-12-10,1444,Fone,Eletrônicos,SP,2,2435.96,4871.92
2025-11-29,2674,Mouse,Eletrônicos,SP,1,3481.43,3481.43
2024-04-09,2087,Mouse,Eletrônicos,SP,2,118.86,237.72
2023-04-17,2294,Mouse,Eletrônicos,BA,3,1008.11,3024.33
2025-07-06,1887,Notebook,Eletrônicos,RS,3,3397.68,10193.039999999999
2025-02-03,1447,Fone,Eletrônicos,RS,3,952.93,2858.79
2023-05-06,1525,Fone,Eletrônicos,PR,2,3648.72,7297.44
2025-12-29,3431,Cadeira,Casa,PR,1,382.9,382.9
2025-04-09,1358,Teclado,Eletrônicos,SC,5,875.32,4376.6
2025-03-10,4434,Fone,Eletrônicos,MG,5,1963.01,9815.05
2025-10-25,1212,Monitor,Eletrônicos,SC,1,3110.63,3110.63
2024-03-29,4215,Celular,Eletrônicos,MG,3,2453.21,7359.63
2024-02-21,4180,Mesa,Casa,RJ,4,3516.59,14066.36
2023-03-08,2689,Mesa,Casa,MG,4,3860.8,15443.2
2024-07-13,3472,Notebook,Eletrônicos,MG,2,265.79,531.58
2024-09-23,1239,Monitor,Eletrônicos,PR,4,421.34,1685.36
2024-10-17,1640,Mouse,Eletrônicos,RJ,1,3712.97,3712.97
2024-04-08,4753,Monitor,Eletrônicos,SC,5,2256.55,11282.75
2025-05-08,4993,Teclado,Eletrônicos,MG,4,641.38,2565.52
2023-06-27,4031,Notebook,Eletrônicos,MG,2,363.76,727.52
2023-03-04,3502,Cadeira,Casa,SP,4,1287.98,5151.92
2024-03-13,1577,Celular,Eletrônicos,SC,4,4619.81,18479.24
2024-02-01,3837,Teclado,Eletrônicos,MG,5,1247.99,6239.95
2024-08-04,1193,Notebook,Eletrônicos,RS,4,1500.28,6001.12
2025-03-14,4910,Mesa,Casa,RJ,1,546.65,546.65
2024-05-30,3963,Notebook,Eletrônicos,SC,4,1207.25,4829.0
2024-11-14,1938,Fone,Eletrônicos,RS,3,3157.71,9473.130000000001
2023-05-01,1487,Celular,Eletrônicos,PR,1,2443.05,2443.05
2025-06-27,2527,Monitor,Eletrônicos,PR,3,2395.66,7186.98
2025-02-07,4127,Mesa,Casa,SC,3,3653.79,10961.369999999999
2024-02-10,4161,Cadeira,Casa,SP,1,4303.29,4303.29
2024-03-09,4446,Cadeira,Casa,BA,2,1592.41,3184.82
2024-01-27,1288,Notebook,Eletrônicos,SC,1,812.97,812.97
2024-09-16,3312,Mouse,Eletrônicos,BA,4,189.4,757.6
2023-06-13,1998,Celular,Eletrônicos,BA,5,1506.28,7531.4
2023-10-14,1104,Notebook,Eletrônicos,SC,3,1593.74,4781.22
2024-06-07,4420,Celular,Eletrônicos,BA,5,2451.46,12257.3
2025-05-20,2251,Mouse,Eletrônicos,RJ,5,2712.39,13561.949999999999
2023-11-26,3074,Teclado,Eletrônicos,RS,4,4038.35,16153.4
2023-11-03,4574,Teclado,Eletrônicos,SC,2,1929.32,3858.64
2024-08-02,4603,Mesa,Casa,BA,2,890.78,1781.56
2023-11-27,2550,Fone,Eletrônicos,RS,1,873.0,873.0
2024-03-12,4329,Mouse,Eletrônicos,SP,5,1589.31,7946.549999999999
2023-03-03,4385,Teclado,Eletrônicos,RS,5,837.39,4186.95
2025-05-17,2261,Mouse,Eletrônicos,RJ,4,1632.7,6530.8
2025-03-21,3892,Notebook,Eletrônicos,PR,2,711.28,1422.56
2024-02-14,4281,Fone,Eletrônicos,SC,5,1448.47,7242.35
2025-12-05,1557,Monitor,Eletrônicos,MG,4,3409.48,13637.92
2025-02-25,4802,Cadeira,Casa,RJ,2,3984.9,7969.8
2025-07-02,4347,Monitor,Eletrônicos,RS,1,4580.22,4580.22
2023-06-19,2368,Mesa,Casa,RJ,4,117.51,470.04
2023-06-07,1549,Mesa,Casa,PR,2,4795.28,9590.56
2024-09-19,2502,Celular,Eletrônicos,SC,3,4006.71,12020.130000000001
2023-06-04,1399,Mesa,Casa,PR,5,3957.21,19786.05
2024-09-01,4420,Teclado,Eletrônicos,RS,4,2141.92,8567.68
2023-10-23,1832,Teclado,Eletrônicos,MG,1,1310.51,1310.51
2025-10-02,1078,Fone,Eletrônicos,SP,1,4870.22,4870.22
2023-10-01,2010,Celular,Eletrônicos,PR,3,3746.09,11238.27
2025-07-25,4384,Fone,Eletrônicos,SC,2,3238.23,6476.46
2024-12-26,2568,Mouse,Eletrônicos,SC,1,3669.07,3669.07
2023-03-04,1508,Fone,Eletrônicos,RJ,4,1937.83,7751.32
2023-03-12,3539,Cadeira,Casa,RS,5,744.24,3721.2
2025-07-04,4890,Fone,Eletrônicos,MG,1,67.06,67.06
2025-05-14,1716,Teclado,Eletrônicos,SP,1,3926.37,3926.37
2024-09-17,2067,Fone,Eletrônicos,BA,3,3207.98,9623.94
2023-07-02,2644,Celular,Eletrônicos,RS,3,2489.8,7469.400000000001
2024-04-19,2618,Mouse,Eletrônicos,PR,2,4593.71,9187.42
2023-08-07,2327,Mesa,Casa,RJ,2,3894.46,7788.92
2023-03-14,4998,Teclado,Eletrônicos,SC,4,1364.12,5456.48
2025-09-19,1753,Celular,Eletrônicos,RJ,5,1833.58,9167.9
2023-10-03,2844,Celular,Eletrônicos,RS,2,1603.9,3207.8
2024-01-19,1473,Celular,Eletrônicos,RJ,3,2992.67,8978.01
2024-05-14,4894,Celular,Eletrônicos,RS,3,2897.58,8692.74
2024-01-17,2065,Cadeira,Casa,RJ,1,2960.26,2960.26
2023-10-15,2254,Fone,Eletrônicos,MG,3,2086.9,6260.700000000001
2025-10-29,3610,Cadeira,Casa,RJ,5,3455.44,17277.2
2023-09-04,3085,Monitor,Eletrônicos,RJ,5,1715.52,8577.6
2025-08-01,4482,Cadeira,Casa,SP,5,2938.2,14691.0
2023-01-02,2879,Monitor,Eletrônicos,MG,5,3939.76,19698.800000000003
2024-04-08,1072,Mesa,Casa,RJ,2,3575.02,7150.04
2024-05-07,2003,Mesa,Casa,MG,4,4556.33,18225.32
2024-07-21,4296,Notebook,Eletrônicos,BA,2,3895.55,7791.1
2025-04-03,4853,Mouse,Eletrônicos,RJ,4,3834.38,15337.52
2024-11-02,3086,Monitor,Eletrônicos,SP,2,4053.78,8107.56
2025-06-02,1066,Mesa,Casa,RJ,4,4628.81,18515.24
2023-06-23,2989,Mesa,Casa,BA,2,2343.2,4686.4
2025-07-05,4018,Fone,Eletrônicos,SC,4,287.31,1149.24
2025-05-26,1791,Celular,Eletrônicos,BA,2,3396.59,6793.18
2024-05-14,2765,Mouse,Eletrônicos,SC,1,4153.78,4153.78
2024-01-17,4147,Mouse,Eletrônicos,BA,1,3864.82,3864.82
2025-09-13,3048,Fone,Eletrônicos,PR,5,3169.13,15845.650000000001
2023-07-10,3800,Monitor,Eletrônicos,PR,5,1781.86,8909.3
2023-12-05,3434,Mouse,Eletrônicos,SC,1,4928.76,4928.76
2023-01-28,2043,Celular,Eletrônicos,SC,3,3584.08,10752.24
2023-07-25,1214,Fone,Eletrônicos,PR,3,4120.16,12360.48
2025-02-21,3809,Fone,Eletrônicos,SP,1,4211.71,4211.71
2024-08-10,4551,Celular,Eletrônicos,PR,1,382.18,382.18
2024-08-12,2011,Monitor,Eletrônicos,RS,1,1472.61,1472.61
2025-03-15,3738,Teclado,Eletrônicos,RS,1,3667.73,3667.73
2025-06-02,4968,Fone,Eletrônicos,PR,5,2571.12,12855.599999999999
2023-03-02,4644,Celular,Eletrônicos,MG,2,4425.11,8850.22
2025-04-13,4393,Cadeira,Casa,RJ,5,4854.06,24270.300000000003
2024-12-17,4068,Celular,Eletrônicos,SC,4,3097.57,12390.28
2025-06-26,1251,Celular,Eletrônicos,PR,3,551.62,1654.8600000000001
2023-02-15,3643,Celular,Eletrônicos,RS,1,3939.36,3939.36
2024-11-11,2912,Celular,Eletrônicos,PR,3,2992.22,8976.66
2024-01-01,4983,Cadeira,Casa,RJ,1,1587.65,1587.65
2023-10-11,1846,Mesa,Casa,RJ,2,2606.38,5212.76
2023-04-13,1428,Teclado,Eletrônicos,SP,3,766.71,2300.13
2025-06-12,2704,Mouse,Eletrônicos,PR,5,813.04,4065.2
2023-05-29,3555,Notebook,Eletrônicos,SP,5,4913.99,24569.949999999997
2024-05-19,2894,Cadeira,Casa,RS,1,2458.62,2458.62
2024-05-24,3773,Notebook,Eletrônicos,SP,1,4983.12,4983.12
2024-03-30,4121,Cadeira,Casa,SP,3,2530.3,7590.900000000001
2023-12-11,1321,Notebook,Eletrônicos,SC,3,990.76,2972.2799999999997
2025-08-30,2771,Celular,Eletrônicos,MG,3,865.63,2596.89
2023-03-15,3956,Cadeira,Casa,SC,4,3448.86,13795.44
2023-04-29,4265,Mouse,Eletrônicos,RJ,5,551.67,2758.35
2024-01-23,3852,Teclado,Eletrônicos,RJ,3,1104.87,3314.6099999999997
2024-05-04,4188,Mesa,Casa,BA,4,329.36,1317.44
2023-08-25,3496,Mesa,Casa,RJ,1,1099.71,1099.71
2025-05-08,4037,Notebook,Eletrônicos,RJ,5,246.28,1231.4
2023-06-03,3721,Teclado,Eletrônicos,MG,3,1527.36,4582.08
2023-01-16,3510,Mouse,Eletrônicos,SC,4,4069.23,16276.92
2024-04-05,4885,Celular,Eletrônicos,SP,3,618.11,1854.33
2023-01-03,3346,Mouse,Eletrônicos,PR,1,2144.2,2144.2
2023-11-01,4499,Mouse,Eletrônicos,SC,1,4032.28,4032.28
2025-10-31,4948,Fone,Eletrônicos,SP,4,3190.18,12760.72
2023-01-11,1197,Cadeira,Casa,PR,2,2225.46,4450.92
2025-12-14,3360,Mouse,Eletrônicos,SC,5,1123.49,5617.45
2025-08-11,3765,Monitor,Eletrônicos,PR,3,4919.37,14758.11
2024-05-17,3171,Monitor,Eletrônicos,SP,4,4837.24,19348.96
2024-08-11,1450,Mouse,Eletrônicos,PR,2,2160.63,4321.26
2025-09-05,4063,Monitor,Eletrônicos,RS,1,3519.56,3519.56
2024-11-29,4724,Monitor,Eletrônicos,RJ,5,655.06,3275.2999999999997
2023-08-12,3091,Notebook,Eletrônicos,MG,1,2852.75,2852.75
2024-06-14,2662,Teclado,Eletrônicos,PR,2,4030.05,8060.1
2025-09-13,2284,Mouse,Eletrônicos,SC,4,1280.64,5122.56
2025-10-02,1347,Mesa,Casa,RJ,2,2051.36,4102.72
2023-02-24,1916,Mouse,Eletrônicos,MG,5,1083.06,5415.299999999999
2024-11-24,3978,Mesa,Casa,RS,4,4980.67,19922.68
2023-01-20,3261,Teclado,Eletrônicos,RJ,2,3327.32,6654.64
